# instrument NDL485-3084108474
# measurement 000101
# version 3.3.5, Helioscale-RSP-0-1.install
#
# configuration=Site
# siteName="SN1162 - Vietnam VNCEH"
# siteLatitude=12.7534,North
# siteLongitude=107.8761,East
# siteElevation=290
# siteInfo=SystemNumber,A017042
# siteInfo=DataLogger,"Wilmers Messtechnik GmbH, 0141, blueberry COMPACT, sn1162"
# timezone=UTC
#
# configuration=Measurement
# storeperiod=day
# highresarchive=yes
# highresfilelength=3600
# pollperiod=1
# statperiod=60
# compact_DIN1func="vWind10m (m/s)",FREQ_TTL,0.25,0.2,zerooff
# compact_AIN1func="uDR02 (V)",VOLTAGE,1,0
# compact_AIN2func="uIset1 (V)",VOLTAGE,1,0
# compact_AIN3func="uIset2 (V)",VOLTAGE,1,0
# compact_AIN4func="uIset3 (V)",VOLTAGE,1,0
# compact_AIN6func="DirWind (°)",DIR,1,0
# function="DniDR02 (W/m2)",{mean,sigma,max,min},"uDR02 / 0.00001221"
# function="DhiSR30 (W/m2)",{mean,sigma,max,min},"0.01 * c1"
# function="GhiSR30 (W/m2)",{mean,sigma,max,min},"0.01 * d1"
# function="GhiIset1 (W/m2)",{mean,sigma,max,min},"uIset1 / 0.000029660"
# function="GhiIset2 (W/m2)",{mean,sigma,max,min},"uIset2 / 0.000029517"
# function="GhiIset3 (W/m2)",{mean,sigma,max,min},"uIset3 / 0.000032023"
# function="TempSR30Dhi (°C)",mean,"0.01 * e1"
# function="TempSR30Ghi (°C)",mean,"0.01 * f1"
# function="TempIset1 (°C)",mean,"(-0.39083 + (0.39083^2 + 0.000231 * (100 - 100*(b2/b4)))^0.5) / (-0.0001155)"
# function="TempIset3 (°C)",mean,"(-0.39083 + (0.39083^2 + 0.000231 * (100 - 100*(b3/b5)))^0.5) / (-0.0001155)"
# function="TempLogger (°C)",{mean,max,min},TINT1
# function="TempAir (°C)",{mean,max,min},g1
# function="HumAir (%RH)",{mean,max,min},g3
# function="pBaro (hPa)",{mean,max,min},PAIR1
# function="uSupply (V)",{mean,max,min},POWER1
# function="iSupply (A)",{mean,max,min},POWER4
# function="PowSupply (W)",{mean,max,min},"0.1 * round (10* uSupply * iSupply)"
# function="uBat1 (V)",{mean,max,min},POWER2
# function="uBat2 (V)",{mean,max,min},POWER3
# function="Service (1=SwitchPressed)",max,"!b1"
# function="SolarElevation (°)",mean,"180*h1/3.1415926"
# function="DOUT1 (1 = DR02 Heater ON)",mean,"(SolarElevation > 0) * (SolarElevation < 10) * ((uBat1+uBat2)>24)"
# pollbaudrate=19200
# pollchardelay=0
# pollteledelay=50
# polltimeout=0.5
# pollretry=0
# poll="#99d10s5s11i2i4\r",,,crc2
# poll="modbusrtu:1,4,2,2,lE",,"parity=even"
# poll="modbusrtu:2,4,2,2,lE",,"parity=even"
# poll="modbusrtu:1,4,6,1,i",,"parity=even"
# poll="modbusrtu:2,4,6,1,i",,"parity=even"
# poll="modbusrtu:247,4,25,6,f",,"parity=even"
# poll=current-solarposition

"date","time","period","vWind10m (m/s)_mean","vWind10m (m/s)_sigma","vWind10m (m/s)_max","vWind10m (m/s)_min","uDR02 (V)_mean","uDR02 (V)_sigma","uDR02 (V)_max","uDR02 (V)_min","uIset1 (V)_mean","uIset1 (V)_sigma","uIset1 (V)_max","uIset1 (V)_min","uIset2 (V)_mean","uIset2 (V)_sigma","uIset2 (V)_max","uIset2 (V)_min","uIset3 (V)_mean","uIset3 (V)_sigma","uIset3 (V)_max","uIset3 (V)_min","DirWind (°)_mean360","DirWind (°)_sigma","DniDR02 (W/m2)_mean","DniDR02 (W/m2)_sigma","DniDR02 (W/m2)_max","DniDR02 (W/m2)_min","DhiSR30 (W/m2)_mean","DhiSR30 (W/m2)_sigma","DhiSR30 (W/m2)_max","DhiSR30 (W/m2)_min","GhiSR30 (W/m2)_mean","GhiSR30 (W/m2)_sigma","GhiSR30 (W/m2)_max","GhiSR30 (W/m2)_min","GhiIset1 (W/m2)_mean","GhiIset1 (W/m2)_sigma","GhiIset1 (W/m2)_max","GhiIset1 (W/m2)_min","GhiIset2 (W/m2)_mean","GhiIset2 (W/m2)_sigma","GhiIset2 (W/m2)_max","GhiIset2 (W/m2)_min","GhiIset3 (W/m2)_mean","GhiIset3 (W/m2)_sigma","GhiIset3 (W/m2)_max","GhiIset3 (W/m2)_min","TempSR30Dhi (°C)_mean","TempSR30Ghi (°C)_mean","TempIset1 (°C)_mean","TempIset3 (°C)_mean","TempLogger (°C)_mean","TempLogger (°C)_max","TempLogger (°C)_min","TempAir (°C)_mean","TempAir (°C)_max","TempAir (°C)_min","HumAir (%RH)_mean","HumAir (%RH)_max","HumAir (%RH)_min","pBaro (hPa)_mean","pBaro (hPa)_max","pBaro (hPa)_min","uSupply (V)_mean","uSupply (V)_max","uSupply (V)_min","iSupply (A)_mean","iSupply (A)_max","iSupply (A)_min","PowSupply (W)_mean","PowSupply (W)_max","PowSupply (W)_min","uBat1 (V)_mean","uBat1 (V)_max","uBat1 (V)_min","uBat2 (V)_mean","uBat2 (V)_max","uBat2 (V)_min","Service (1=SwitchPressed)_max","SolarElevation (°)_mean","DOUT1 (1 = DR02 Heater ON)_mean"
2019-02-10,00:01:00,60,2.43408,0.631268,3.6325,1.3875,0.004184,8.98146e-06,0.0042,0.00417,0.00346783,2.0824e-05,0.0035,0.00343,0.00354767,1.88296e-05,0.00358,0.00351,0.0037055,2.02834e-05,0.00374,0.00366,203.825,15.4309,342.67,0.735582,343.98,341.523,61.0828,0.0970067,61.24,60.91,126.979,0.48728,127.7,126.11,116.92,0.702212,118.004,115.644,120.19,0.637815,121.286,118.915,115.714,0.633499,116.791,114.293,24.8657,24.7513,22.3873,22.6864,26.775,26.81,26.75,20.9804,21,20.9685,80.8576,80.9533,80.7616,983.935,983.99,983.88,25.2703,25.477,25.157,0.314974,0.41582,0.0378,7.96333,10.5,1,14.1656,14.23,14.07,14.2462,14.263,14.221,0,-51.164,0
2019-02-10,00:02:00,60,3.03879,0.484142,3.9075,1.8825,0.00421517,3.45684e-05,0.00429,0.00417,0.00354333,3.34498e-05,0.00361,0.0035,0.00361867,3.20659e-05,0.00368,0.00356,0.00377967,3.82085e-05,0.00385,0.00373,199.69,9.38976,345.222,2.83115,351.351,341.523,61.6547,0.271345,62.14,61.25,129.372,1.23606,131.85,127.72,119.465,1.12786,121.713,118.004,122.596,1.08637,124.674,120.608,118.03,1.19315,120.226,116.479,24.9342,24.819,22.3812,22.8857,26.8437,26.88,26.8,21.0279,21.0452,21.0022,80.658,80.946,80.4423,983.946,984,983.88,25.2875,25.502,25.199,0.314989,0.40615,0.03604,7.96667,10.3,0.9,14.1786,14.238,14.12,14.2428,14.272,14.213,0,-51.1365,0
2019-02-10,00:03:00,60,2.74833,0.540183,3.5075,1.61,0.0043555,3.34378e-05,0.0044,0.00429,0.003668,3.25474e-05,0.00372,0.00361,0.00374483,2.9467e-05,0.00379,0.00368,0.0039115,3.48724e-05,0.00396,0.00385,204.789,5.23279,356.715,2.73855,360.36,351.351,62.8148,0.354962,63.25,62.16,134.168,1.27125,136.01,131.93,123.668,1.09728,125.421,121.713,126.87,0.998426,128.401,124.674,122.147,1.08907,123.661,120.226,24.9815,24.8803,22.6027,22.9668,26.9045,26.93,26.87,21.0489,21.0574,21.0398,80.4125,80.5429,80.2536,983.938,983.99,983.89,25.3456,25.544,25.233,0.2931,0.42022,0.0378,7.42,10.6,1,14.1682,14.213,14.078,14.2422,14.263,14.213,0,-51.1085,0
2019-02-10,00:04:00,60,1.78954,0.612325,3.705,1.1025,0.00441033,1.81628e-05,0.00445,0.00438,0.00375367,2.65183e-05,0.00379,0.00369,0.0038255,2.34823e-05,0.00386,0.00379,0.0040085,3.06499e-05,0.00405,0.00396,203.418,15.284,361.206,1.48754,364.455,358.722,63.352,0.0448628,63.42,63.26,137.074,0.727829,138.11,135.99,126.556,0.894221,127.782,124.41,129.603,0.795455,130.772,128.401,125.176,0.957237,126.472,123.661,25.011,24.9073,22.7899,23.2146,26.96,26.99,26.93,21.0537,21.0798,21.0413,80.6798,80.8873,80.4894,983.959,984.01,983.92,25.3696,25.586,25.266,0.287472,0.41582,0.03692,7.28167,10.6,0.9,14.1725,14.221,14.12,14.2477,14.272,14.221,0,-51.079,0
2019-02-10,00:05:00,60,3.50542,0.516174,4.3275,2.1975,0.00441717,1.41529e-05,0.00444,0.00435,0.00381983,1.74635e-05,0.00385,0.00379,0.003894,1.83666e-05,0.00393,0.00385,0.00408483,1.98739e-05,0.00412,0.00404,191.037,8.45997,361.766,1.15913,363.636,356.265,63.7565,0.285983,64.19,63.34,139.049,0.574606,139.91,138.13,128.787,0.588518,129.804,127.782,131.924,0.622252,133.144,130.433,127.559,0.620641,128.658,126.159,25.0778,24.9832,22.775,23.3302,27.0142,27.04,26.98,21.123,21.1565,21.0813,80.4709,80.9385,80.1328,983.945,984.01,983.89,25.3738,25.578,25.249,0.288908,0.40879,0.03341,7.325,10.4,0.9,14.1662,14.204,14.103,14.2448,14.272,14.221,0,-51.0489,0
2019-02-10,00:06:00,60,2.87258,0.660103,4.1375,1.58,0.00436317,2.91257e-05,0.00441,0.0043,0.003858,7.91623e-06,0.00388,0.00384,0.00393417,1.00485e-05,0.00395,0.00391,0.004125,1.04083e-05,0.00414,0.0041,195.754,13.6018,357.343,2.38539,361.179,352.17,64.439,0.113706,64.65,64.2,140.213,0.191075,140.51,139.88,130.074,0.267173,130.816,129.467,133.285,0.340228,133.821,132.466,128.814,0.325044,129.282,128.033,25.143,25.0473,22.8976,23.4368,27.068,27.1,27.04,21.1783,21.1929,21.157,80.0912,80.1683,79.9914,983.959,984,983.9,25.4038,25.671,25.292,0.291135,0.41143,0.03165,7.375,10.4,0.8,14.1668,14.23,14.086,14.2448,14.289,14.221,0,-51.0174,0
2019-02-10,00:07:00,60,2.51346,0.488169,3.4675,1.8175,0.00428583,1.70579e-05,0.00433,0.00426,0.0038865,2.3652e-05,0.00395,0.00385,0.00396117,2.84073e-05,0.00402,0.00392,0.00415633,2.89233e-05,0.00422,0.00412,208.731,12.8236,351.01,1.39704,354.627,348.894,65.0767,0.262346,65.55,64.66,140.977,0.831385,142.87,140.12,131.035,0.797404,133.176,129.804,134.199,0.962462,136.193,132.805,129.792,0.903108,131.78,128.658,25.1738,25.0982,22.9924,23.4114,27.1202,27.15,27.09,21.201,21.2205,21.1902,79.999,80.0724,79.9323,983.963,984.03,983.9,25.4222,25.671,25.325,0.286096,0.4044,0.04044,7.26,10.3,1,14.1702,14.213,14.12,14.2463,14.272,14.221,0,-50.9855,0
2019-02-10,00:08:00,60,3.26571,0.565371,4.3875,2.0025,0.00440633,4.9765e-05,0.00448,0.00433,0.00402883,4.89248e-05,0.0041,0.00394,0.00410633,4.91585e-05,0.00418,0.00402,0.00431167,5.12564e-05,0.00439,0.00422,193.199,9.69105,360.879,4.07575,366.912,354.627,66.0595,0.270299,66.5,65.57,145.635,1.55706,147.93,142.96,135.834,1.64952,138.233,132.839,139.118,1.6656,141.613,136.193,134.643,1.60062,137.089,131.78,25.2228,25.1408,23.2088,23.7603,27.1745,27.2,27.15,21.2311,21.2566,21.2136,80.0763,80.1461,80.0122,983.975,984.02,983.87,25.4512,25.637,25.334,0.281801,0.40615,0.03253,7.16667,10.3,0.8,14.1765,14.23,14.12,14.2424,14.28,14.213,0,-50.952,0
2019-02-10,00:09:00,60,2.64017,0.526576,3.865,1.5825,0.0044675,1.39792e-05,0.0045,0.00443,0.00413767,2.13983e-05,0.00417,0.0041,0.00421633,2.37323e-05,0.00425,0.00417,0.00443033,2.39421e-05,0.00446,0.00439,192.971,15.7125,365.888,1.14489,368.55,362.817,66.9375,0.243595,67.37,66.52,148.993,0.553431,149.72,147.92,139.503,0.721451,140.593,138.233,142.844,0.804056,143.985,141.275,138.349,0.747715,139.275,137.089,25.2912,25.2093,23.0214,23.6275,27.2283,27.26,27.2,21.281,21.3018,21.2551,79.8604,80.0567,79.7085,983.988,984.02,983.94,25.4016,25.536,25.325,0.338198,0.40527,0.13187,8.595,10.3,3.4,14.187,14.247,14.12,14.2428,14.272,14.221,0,-50.9181,0
2019-02-10,00:10:00,60,2.03642,0.657267,3.4175,1.135,0.0044575,4.18977e-05,0.00457,0.00441,0.00421817,4.64217e-05,0.00432,0.00417,0.00429567,4.4958e-05,0.0044,0.00423,0.0045145,4.87314e-05,0.00463,0.00445,188.164,7.69162,365.069,3.43142,374.283,361.179,68.1405,0.488953,69,67.39,151.515,1.6563,155.1,149.73,142.217,1.56516,145.651,140.593,145.532,1.52311,149.067,143.307,140.977,1.52177,144.584,138.963,25.3703,25.2943,23.4082,23.761,27.2837,27.31,27.25,21.3365,21.3679,21.3035,79.7247,79.7959,79.6208,984.01,984.06,983.97,25.4354,25.637,25.317,0.301495,0.42022,0.03692,7.66167,10.6,0.9,14.1872,14.238,14.103,14.2459,14.272,14.213,0,-50.8833,0
