# instrument NDL485-3084108474
# measurement 000101
# version 3.3.5, Helioscale-RSP-0-1.install
#
# configuration=Site
# siteName="SN1162 - Vietnam VNCEH"
# siteLatitude=12.7534,North
# siteLongitude=107.8761,East
# siteElevation=290
# siteInfo=SystemNumber,A017042
# siteInfo=DataLogger,"Wilmers Messtechnik GmbH, 0141, blueberry COMPACT, sn1162"
# timezone=UTC
#
# configuration=Measurement
# storeperiod=day
# highresarchive=yes
# highresfilelength=3600
# pollperiod=1
# statperiod=60
# compact_DIN1func="vWind10m (m/s)",FREQ_TTL,0.25,0.2,zerooff
# compact_AIN1func="uDR02 (V)",VOLTAGE,1,0
# compact_AIN2func="uIset1 (V)",VOLTAGE,1,0
# compact_AIN3func="uIset2 (V)",VOLTAGE,1,0
# compact_AIN4func="uIset3 (V)",VOLTAGE,1,0
# compact_AIN6func="DirWind (°)",DIR,1,0
# function="DniDR02 (W/m2)",{mean,sigma,max,min},"uDR02 / 0.00001221"
# function="DhiSR30 (W/m2)",{mean,sigma,max,min},"0.01 * c1"
# function="GhiSR30 (W/m2)",{mean,sigma,max,min},"0.01 * d1"
# function="GhiIset1 (W/m2)",{mean,sigma,max,min},"uIset1 / 0.000029660"
# function="GhiIset2 (W/m2)",{mean,sigma,max,min},"uIset2 / 0.000029517"
# function="GhiIset3 (W/m2)",{mean,sigma,max,min},"uIset3 / 0.000032023"
# function="TempSR30Dhi (°C)",mean,"0.01 * e1"
# function="TempSR30Ghi (°C)",mean,"0.01 * f1"
# function="TempIset1 (°C)",mean,"(-0.39083 + (0.39083^2 + 0.000231 * (100 - 100*(b2/b4)))^0.5) / (-0.0001155)"
# function="TempIset3 (°C)",mean,"(-0.39083 + (0.39083^2 + 0.000231 * (100 - 100*(b3/b5)))^0.5) / (-0.0001155)"
# function="TempLogger (°C)",{mean,max,min},TINT1
# function="TempAir (°C)",{mean,max,min},g1
# function="HumAir (%RH)",{mean,max,min},g3
# function="pBaro (hPa)",{mean,max,min},PAIR1
# function="uSupply (V)",{mean,max,min},POWER1
# function="iSupply (A)",{mean,max,min},POWER4
# function="PowSupply (W)",{mean,max,min},"0.1 * round (10* uSupply * iSupply)"
# function="uBat1 (V)",{mean,max,min},POWER2
# function="uBat2 (V)",{mean,max,min},POWER3
# function="Service (1=SwitchPressed)",max,"!b1"
# function="SolarElevation (°)",mean,"180*h1/3.1415926"
# function="DOUT1 (1 = DR02 Heater ON)",mean,"(SolarElevation > 0) * (SolarElevation < 10) * ((uBat1+uBat2)>24)"
# pollbaudrate=19200
# pollchardelay=0
# pollteledelay=50
# polltimeout=0.5
# pollretry=0
# poll="#99d10s5s11i2i4\r",,,crc2
# poll="modbusrtu:1,4,2,2,lE",,"parity=even"
# poll="modbusrtu:2,4,2,2,lE",,"parity=even"
# poll="modbusrtu:1,4,6,1,i",,"parity=even"
# poll="modbusrtu:2,4,6,1,i",,"parity=even"
# poll="modbusrtu:247,4,25,6,f",,"parity=even"
# poll=current-solarposition

"date","time","period","vWind10m (m/s)_mean","vWind10m (m/s)_sigma","vWind10m (m/s)_max","vWind10m (m/s)_min","uDR02 (V)_mean","uDR02 (V)_sigma","uDR02 (V)_max","uDR02 (V)_min","uIset1 (V)_mean","uIset1 (V)_sigma","uIset1 (V)_max","uIset1 (V)_min","uIset2 (V)_mean","uIset2 (V)_sigma","uIset2 (V)_max","uIset2 (V)_min","uIset3 (V)_mean","uIset3 (V)_sigma","uIset3 (V)_max","uIset3 (V)_min","DirWind (°)_mean360","DirWind (°)_sigma","DniDR02 (W/m2)_mean","DniDR02 (W/m2)_sigma","DniDR02 (W/m2)_max","DniDR02 (W/m2)_min","DhiSR30 (W/m2)_mean","DhiSR30 (W/m2)_sigma","DhiSR30 (W/m2)_max","DhiSR30 (W/m2)_min","GhiSR30 (W/m2)_mean","GhiSR30 (W/m2)_sigma","GhiSR30 (W/m2)_max","GhiSR30 (W/m2)_min","GhiIset1 (W/m2)_mean","GhiIset1 (W/m2)_sigma","GhiIset1 (W/m2)_max","GhiIset1 (W/m2)_min","GhiIset2 (W/m2)_mean","GhiIset2 (W/m2)_sigma","GhiIset2 (W/m2)_max","GhiIset2 (W/m2)_min","GhiIset3 (W/m2)_mean","GhiIset3 (W/m2)_sigma","GhiIset3 (W/m2)_max","GhiIset3 (W/m2)_min","TempSR30Dhi (°C)_mean","TempSR30Ghi (°C)_mean","TempIset1 (°C)_mean","TempIset3 (°C)_mean","TempLogger (°C)_mean","TempLogger (°C)_max","TempLogger (°C)_min","TempAir (°C)_mean","TempAir (°C)_max","TempAir (°C)_min","HumAir (%RH)_mean","HumAir (%RH)_max","HumAir (%RH)_min","pBaro (hPa)_mean","pBaro (hPa)_max","pBaro (hPa)_min","uSupply (V)_mean","uSupply (V)_max","uSupply (V)_min","iSupply (A)_mean","iSupply (A)_max","iSupply (A)_min","PowSupply (W)_mean","PowSupply (W)_max","PowSupply (W)_min","uBat1 (V)_mean","uBat1 (V)_max","uBat1 (V)_min","uBat2 (V)_mean","uBat2 (V)_max","uBat2 (V)_min","Service (1=SwitchPressed)_max","SolarElevation (°)_mean","DOUT1 (1 = DR02 Heater ON)_mean"
2019-03-26,00:01:00,60,0.532042,0.14906,0.8,0.2475,0.00517233,2.95165e-05,0.00521,0.00513,0.00524333,4.62841e-05,0.00531,0.00517,0.00531267,4.9189e-05,0.00539,0.00523,0.00559667,4.87397e-05,0.00568,0.00552,181.823,0.0185515,423.614,2.4174,426.699,420.147,87.8448,0.370259,88.51,87.24,214.566,1.65004,217.06,212.25,176.781,1.56055,179.029,174.309,179.987,1.66647,182.607,177.186,174.77,1.52206,177.373,172.376,30.0723,30.2032,28.2203,28.9619,30.8492,30.9,30.8,25.3409,25.4436,25.2327,72.9594,73.2699,72.6897,982.677,982.74,982.63,25.2767,25.426,25.207,0.323985,0.37802,0.15121,8.18167,9.6,3.8,14.1887,14.247,14.137,14.2521,14.272,14.221,0,-34.5234,0
2019-03-26,00:02:00,60,0.4845,0.058825,0.595,0.38,0.00527,4.20714e-05,0.00535,0.00521,0.00539817,4.99163e-05,0.00548,0.0053,0.00547033,5.3134e-05,0.00557,0.00538,0.00576067,5.66824e-05,0.00586,0.00567,181.798,0.0231681,431.613,3.44565,438.165,426.699,89.1547,0.324348,89.63,88.54,220.159,1.81685,223.28,217.16,182.002,1.68294,184.761,178.692,185.328,1.80012,188.705,182.268,179.892,1.77008,182.993,177.06,30.2822,30.4382,28.2617,29.0056,30.956,31.01,30.9,25.5412,25.6262,25.449,72.5751,72.8705,72.1965,982.7,982.74,982.65,25.3297,25.367,25.241,0.272586,0.36923,0.25495,6.91,9.3,6.5,14.1984,14.23,14.137,14.2464,14.263,14.221,0,-34.4946,0
2019-03-26,00:03:00,60,1.08492,0.328983,1.52,0.585,0.0053685,1.3016e-05,0.00539,0.00534,0.0055425,2.98678e-05,0.0056,0.00548,0.00561417,2.65388e-05,0.00566,0.00556,0.00590967,2.99425e-05,0.00596,0.00585,181.727,0.0611264,439.68,1.06601,441.441,437.346,90.035,0.241098,90.49,89.64,225.095,0.898941,226.58,223.39,186.868,1.00696,188.806,184.761,190.201,0.899048,191.754,188.366,184.544,0.93504,186.116,182.681,30.493,30.6768,28.4583,29.2417,31.0597,31.11,31.01,25.7217,25.8064,25.6311,72.2492,72.3627,71.9387,982.699,982.76,982.65,25.326,25.401,25.241,0.303853,0.36835,0.25143,7.69833,9.3,6.4,14.1987,14.23,14.137,14.2498,14.263,14.221,0,-34.4656,0
2019-03-26,00:04:00,60,0.97575,0.291544,1.465,0.6075,0.00538017,9.57282e-06,0.0054,0.00534,0.00562617,2.36708e-05,0.00566,0.00558,0.00569317,2.28394e-05,0.00573,0.00566,0.00600217,2.46368e-05,0.00605,0.00596,165.391,2.112,440.636,0.784014,442.26,437.346,91.2512,0.417261,91.88,90.51,228.253,0.885149,229.49,226.65,189.689,0.798008,190.829,188.132,192.878,0.773828,194.125,191.754,187.433,0.769311,188.927,186.116,30.6482,30.8655,28.7795,29.5265,31.1562,31.19,31.11,25.8323,25.8508,25.7803,71.1352,71.8184,70.8845,982.672,982.73,982.59,25.34,25.418,25.241,0.324967,0.36571,0.2567,8.23833,9.3,6.5,14.2,14.23,14.145,14.2561,14.272,14.23,0,-34.4361,0
2019-03-26,00:05:00,60,0.342708,0.197689,0.6175,0,0.00537233,1.67697e-05,0.0054,0.00533,0.0057075,3.51485e-05,0.00575,0.00565,0.0057795,3.66254e-05,0.00582,0.00571,0.00609067,3.69173e-05,0.00613,0.00602,165.172,0.0243278,439.994,1.37344,442.26,436.527,92.4665,0.353939,93.06,91.9,231.076,1.07483,232.27,229.14,192.431,1.18514,193.864,190.492,195.803,1.24095,197.175,193.448,190.197,1.15286,191.425,187.99,30.774,30.9943,28.9452,29.7089,31.2447,31.29,31.2,25.8212,25.8386,25.8123,71.2946,71.4739,71.0659,982.661,982.72,982.59,25.3601,25.452,25.292,0.311825,0.36484,0.25319,7.905,9.2,6.4,14.2008,14.23,14.154,14.2566,14.272,14.238,0,-34.4059,0
2019-03-26,00:06:00,60,0.2335,0.174391,0.535,0,0.00542933,3.90242e-05,0.0055,0.00535,0.00585333,5.79847e-05,0.00596,0.00575,0.00592417,6.04784e-05,0.00604,0.00582,0.00624567,6.32816e-05,0.00635,0.00613,165.17,0.0240824,444.662,3.19608,450.45,438.165,93.7553,0.376455,94.34,93.08,235.876,1.9864,239.3,232.38,197.348,1.95499,200.944,193.864,200.704,2.04889,204.628,197.175,195.037,1.97614,198.295,191.425,30.8922,31.1347,29.099,29.9162,31.3285,31.37,31.29,25.8509,25.8945,25.7922,70.982,71.0942,70.8588,982.658,982.7,982.62,25.3737,25.452,25.292,0.326842,0.36484,0.25495,8.3,9.3,6.5,14.1969,14.247,14.137,14.2563,14.272,14.238,0,-34.3745,0
2019-03-26,00:07:00,60,0.338093,0.065121,0.485,0.24,0.00550407,1.86964e-05,0.00554,0.00546,0.00599678,2.53411e-05,0.00605,0.00595,0.00606695,2.26435e-05,0.00612,0.00602,0.00639492,2.59316e-05,0.00645,0.00635,165.172,0.0278815,450.783,1.53123,453.726,447.174,94.5927,0.108281,94.75,94.36,240.392,0.695433,242.11,239.24,202.184,0.854388,203.978,200.607,205.541,0.767097,207.338,203.95,199.698,0.809784,201.418,198.295,31.0454,31.3107,29.3281,30.187,31.4136,31.45,31.37,25.952,26.0198,25.8965,70.7319,70.8758,70.6272,982.676,982.72,982.65,25.3735,25.452,25.308,0.319657,0.36571,0.25231,8.11186,9.3,6.4,14.2004,14.23,14.145,14.2535,14.272,14.221,0,-34.3432,0
2019-03-26,00:08:00,59,0.578852,0.115603,0.7925,0.3725,0.00551705,3.13805e-05,0.00559,0.00546,0.0060759,3.42305e-05,0.00617,0.00604,0.00614623,3.75549e-05,0.00624,0.00611,0.00648492,3.47177e-05,0.00658,0.00646,165.151,0.0240161,451.846,2.57006,457.821,447.174,94.9528,0.149492,95.28,94.76,242.946,1.29404,246.23,241.84,204.852,1.15414,208.024,203.641,208.227,1.27241,211.404,206.999,202.508,1.08411,205.477,201.73,31.2493,31.5328,29.552,30.3742,31.4992,31.55,31.45,26.1239,26.2317,26.0247,70.6046,70.8387,70.2574,982.683,982.76,982.61,25.4195,25.485,25.351,0.287328,0.36396,0.25495,7.30164,9.2,6.5,14.1993,14.23,14.129,14.2495,14.272,14.23,0,-34.3102,0
2019-03-26,00:09:00,60,1.00042,0.195074,1.33,0.5625,0.00560983,1.47752e-05,0.00564,0.00558,0.0062275,3.34477e-05,0.00629,0.00615,0.00629833,3.12072e-05,0.00636,0.00625,0.006644,3.6341e-05,0.00672,0.00658,165.164,0.059409,459.445,1.21009,461.916,457.002,96.0107,0.461808,96.83,95.3,248.329,1.22368,250.92,246.45,209.963,1.12772,212.07,207.35,213.38,1.05732,215.469,211.742,207.476,1.13486,209.849,205.477,31.4422,31.7172,29.7036,30.5427,31.585,31.63,31.54,26.3102,26.3611,26.2341,69.765,70.2276,69.4716,982.673,982.72,982.61,25.4369,25.519,25.325,0.291413,0.36396,0.25582,7.405,9.2,6.5,14.1969,14.23,14.137,14.2526,14.272,14.23,0,-34.2764,0
2019-03-26,00:10:00,60,0.869292,0.0868369,1.055,0.695,0.00566,1.68325e-05,0.00572,0.00564,0.006353,3.58841e-05,0.00644,0.0063,0.00642783,3.89483e-05,0.00651,0.00637,0.00677517,3.7925e-05,0.00687,0.00672,165.164,0.0246731,463.554,1.37858,468.468,461.916,97.3758,0.211426,97.67,96.86,252.863,1.22232,255.53,251.16,214.194,1.20987,217.127,212.407,217.767,1.31951,220.551,215.808,211.572,1.18429,214.533,209.849,31.5685,31.8632,29.8486,30.731,31.6688,31.71,31.63,26.3439,26.3665,26.2869,69.4693,69.6723,69.345,982.671,982.72,982.61,25.4352,25.502,25.359,0.315018,0.36659,0.2567,8.005,9.3,6.5,14.1975,14.23,14.137,14.2536,14.272,14.221,0,-34.242,0
